id,title,date,last_update,url,lead,section,source,scrape_time,news_content
bkn-20260405000041229-0405_00822_001,西區私家車撼電車架空電纜柱　乘客受傷送院,2026-04-05 00:00,2026-04-05 00:00,https://hk.on.cc/cnt/news/20260405/bkn-20260405000041229-0405_00822_001.html,西區私家車撼電車架空電纜柱　乘客受傷送院,香港,oncc,2026-04-05 01:00,西區發生交通意外，事發在昨日(4日)晚上10時40分，一輛私家車在堅彌地城海旁38號一停車場駛出時懷疑失控，撞向路中一支電車的架空電纜柱後停下，私家車車頭損毀，車頭蓋撞至摺起，姓張(40歲)男乘客報稱膝痛及喉痛，清醒送院救治；同姓張(48歲)男司機並無受傷，在場助查。警員正調查意外經過及起因。受事件影響，現場交通一度受阻。
bkn-20260405000018890-0405_00822_001,雷雨取消阿帕奇直升機飛行　大學展覽多款軍備,2026-04-05 00:00,2026-04-05 00:00,https://hk.on.cc/cnt/news/20260405/bkn-20260405000018890-0405_00822_001.html,雷雨取消阿帕奇直升機飛行　大學展覽多款軍備,台灣,oncc,2026-04-05 00:15,"台灣航空601旅所屬AH64E阿帕奇直升機上周六（4日）至周日（5日）在逢甲大學操場展示，首日上午因雷雨影響取消飛行。惟現場展出多款台軍精銳裝備，包括新式武器陸射劍二導彈發射車，吸引軍事迷在雨中撐傘觀看。

活動名為「2026台灣國際模型公開賽台中威逸暨科幻盃聯賽」，作品類型涵蓋科幻創作到軍模展示，有原手工作品、3D打印作品等。活動共有450名參賽者，分為成人、青年、兒童組等，各組評比項目不同。校內展覽野戰救護車等多款軍備，另有全新彩繪塗裝的AH64E、UH60M黑鷹直升機。

台中地區上周六中午前持續雷雨，許多軍事迷、親子家庭撐傘到場等待。有軍事迷表示，近年來，台軍展示許多新式軍事武器，不再是舊有軍事武器，讓人感受台軍煥然一新的轉變。"
bkn-20260405000003185-0405_00822_001,八旬翁與妻大欖涌行山遇暴雨　丈夫失蹤　救援人員通宵搜索,2026-04-05 00:00,2026-04-05 03:11,https://hk.on.cc/cnt/news/20260405/bkn-20260405000003185-0405_00822_001.html,八旬翁與妻大欖涌行山遇暴雨　丈夫失蹤　救援人員通宵搜索,香港,oncc,2026-04-05 03:15,"屯門發生行山失蹤事件。昨日(4日)傍晚6時許，一名男子報案，指其父母早上到麥理浩徑第10段行山，期間天氣突然轉差且下暴雨，據報其母先行落山，姓何(81歲)父親則失去聯絡，懷疑在山徑迷路失蹤。

救援人員在附近一帶展開搜索，至晚上9時許，飛行服務隊直升機奉召到場協助搜索，至今日(5日)凌晨時分，搜救行動仍在進行中。"
bkn-20260404220035589-0404_00822_001,為百隻流浪狗免費拍照　善心攝影師辦肖像展,2026-04-04 22:00,2026-04-04 22:00,https://hk.on.cc/cnt/news/20260404/bkn-20260404220035589-0404_00822_001.html,為百隻流浪狗免費拍照　善心攝影師辦肖像展,浙江,oncc,2026-04-04 22:15,"去年7月起，浙江舟山95後男攝影師胡穎應朋友請求，到流浪狗基地為狗狗們免費拍照，以吸引好心人早日領養。他篩選出其中100隻流浪狗肖像照，放在早前舉辦的一場公益攝影展內展覽，主題是「何以為家」，由上月22日持續到周六（4日）世界流浪動物日過後。

胡穎稱，這可能是流浪狗們生命中唯一一張照片，目前已有幾百人看展，也有人因而想要領養，令他感覺很有意義。"
bkn-20260404214608590-0404_00822_001,一連7日打擊觀塘區街頭賣淫　拘14名北姑及移除宣傳標誌,2026-04-04 21:46,2026-04-04 21:52,https://hk.on.cc/cnt/news/20260404/bkn-20260404214608590-0404_00822_001.html,一連7日打擊觀塘區街頭賣淫　拘14名北姑及移除宣傳標誌,香港,oncc,2026-04-04 22:00,"為打擊區內街頭賣淫問題，觀塘區警員於3月29日至4月4日展開掃黃及移除宣傳賣淫標誌的行動。行動中，警員打擊區內多個賣淫黑點，包括物華街、輔仁街和康寧道，並在觀塘拘捕共14名內地女子(25至53歲)，當中11名女子已被控「為不道德目的而唆使他人」及「違反逗留條件」罪，其餘3名女子交由相關部門遣返內地。

 

行動中，警員同時巡查區內多個大廈，發現其中3座大廈的部分單位公開展示標誌，涉及宣傳或可合理被理解為宣傳賣淫。所有相關標誌已被檢走。

 

執法部門重申，任何人在公眾地方或在公眾可見的情況下，為不道德目的而唆使其他人，或者因不道德目的唆使其他人而在公眾地方遊蕩，即屬違法，最高可被判處監禁6個月及罰款1萬港元。而任何人在公眾地方展示標誌宣傳娼妓服務，或宣傳由一名組織或安排娼妓的人士所提供的服務，即屬違法，最高可被判處監禁12年。執法部門呼籲市民切勿以身試法。"
bkn-20260404200048622-0404_00822_001,境外間諜假藉飯局套取機密　國安部提醒勿放鬆洩密,2026-04-04 20:00,2026-04-04 20:00,https://hk.on.cc/cnt/news/20260404/bkn-20260404200048622-0404_00822_001.html,境外間諜假藉飯局套取機密　國安部提醒勿放鬆洩密,中國,oncc,2026-04-04 20:30,"國家安全部周六（4日）發布文章提醒，國家安全機關工作發現，有別有用心之人緊盯餐桌飯局，設圈布局、套取訊息，面對無孔不入的間諜竊密活動，涉密崗位工作人員必須時刻保持清醒。常見的洩密情況包括話題泛化失邊界，刻意誘導入圈套，環境布設藏隱患等。

國安部表示，個別涉密崗位工作人員在人員複雜的聚餐場景中，受恭維吹捧、酒精麻痹等因素影響，未顧及話題尺度，為彰顯自身工作價值或滿足虛榮心，將工作內容作為閑聊談資，隨意談論涉密項目進展、內部工作部署等敏感訊息，造成國家秘密洩露。

另有境外間諜情報機關人員可能假藉聯誼、請教、招商之名設宴款待，在推杯換盞間噓寒問暖、拉近距離，進而旁敲側擊了解涉密敏感項目情況，步步深入套取涉密訊息。也有境外間諜情報機關人員可能在宴請環境中布設竊密網絡，以提供方便為由，誘導涉密崗位工作人員通過該網絡處理、傳輸敏感訊息，藉此竊取敏感訊息數據。"
bkn-20260404195805931-0404_00822_001,鰂魚涌中年漢倒斃屋內　保安揭發報案,2026-04-04 19:58,2026-04-04 21:59,https://hk.on.cc/cnt/news/20260404/bkn-20260404195805931-0404_00822_001.html,鰂魚涌中年漢倒斃屋內　保安揭發報案,香港,oncc,2026-04-04 22:00,今日(4日)傍晚6時20分，執法部門接獲鰂魚涌英皇道898號華信花園的保安員報案，指一名姓曾(57歲)男住戶懷疑在單位內暈倒。救援人員上門協助，證實事主已經當場死亡，其死因有待驗屍後確定。
bkn-20260404193412410-0404_00822_001,九龍東醫院聯網洩病人資料　前議員指有關系統日前進行升級,2026-04-04 19:34,2026-04-04 19:34,https://hk.on.cc/cnt/news/20260404/bkn-20260404193412410-0404_00822_001.html,九龍東醫院聯網洩病人資料　前議員指有關系統日前進行升級,香港,oncc,2026-04-04 19:45,"醫管局九龍東聯網日前爆出病人資料外洩事件，逾5.6萬人受影響。前議員田北辰就於社交平台上批評，政府經常宣傳，呼籲市民小心網絡安全，惟掌握大量市民資料的政府及公營機構本身，卻時不時出現資料外洩事故。據他了解，今次事涉聯合醫院麻醉科系統，而該系統於4月1日，即事故發生前兩日，曾經找外判商進行升級，其後便發生資料外洩，強調當局需要查清楚今次事件是否涉及刑事罪行。同時，他亦質疑醫院系統進行升級的重要程序，數字辦有否派員參與及監察，要求數字辦亦需為事件負責。

議員陳凱欣就表示，事件最先於暗網上被人發現，經由私隱專員公署公布、傳媒報道後，醫管局事隔一日才主動公布事件，難免令市民感覺是延遲公布。她指出，今次外洩的資料涉及5.6萬名病人，除了姓名、身份證號碼，亦包括病歷等重要病人私隱，認為局方早於昨日(3日)凌晨發現事件、當日早上報警及通知私隱署，而當時在不影響調查的情況下，亦應盡早作適度公布。

陳表示，病歷等病人個人資料，一直以來都是暗網最值錢的資料，一旦外洩，除了會損害病人私隱，亦有機會被第三方利用，包括推廣相關醫療服務，甚至詐騙等等。不過她亦提到，據局方所指，今次事故源頭是第三方，例如相關電腦公司、承辦商等不慎將資料外洩，而非黑客入侵，認為已經是「不幸中之大幸」，因為一旦涉及黑客入侵，後果或會更為嚴重。

陳說，立法會早於前年及去年亦曾討論「醫健通」及醫管局網絡系統，當時局方稱高度關注網絡安全事宜，並已引入多重保安系統，惟今次再爆出資料外洩事件，在現時政府正在擴展醫健通、HA Go等數碼醫療服務平台的情況下，擔心或會影響市民信心，阻礙未來有關方面發展。她希望當局會就事件重新檢視轉送資料的過程，加強相關保障，避免事件重演。"
bkn-20260404191820673-0404_00822_001,手提行李攜290萬元海洛英　馬國抵港男周一提堂,2026-04-04 19:18,2026-04-04 21:08,https://hk.on.cc/cnt/news/20260404/bkn-20260404191820673-0404_00822_001.html,手提行李攜290萬元海洛英　馬國抵港男周一提堂,香港,oncc,2026-04-04 21:30,"香港海關今日(4日)在香港國際機場偵破一宗入境旅客的販毒案件，檢獲約4.4公斤懷疑海洛英，估計市值約290萬港元。

一名20歲男旅客今日從馬來西亞檳城飛抵本港。海關人員清關時，在其手提行李內發現該批懷疑海洛英，隨即拘捕該名人士。被捕男子已被控以一項「販運危險藥物」罪，案件將於下周一(6日)在東區裁判法院提堂。

　　"
bkn-20260404191015288-0404_00822_001,客機降落遭雷擊受損　導致後續航班取消延誤,2026-04-04 19:10,2026-04-04 19:10,https://hk.on.cc/cnt/news/20260404/bkn-20260404191015288-0404_00822_001.html,客機降落遭雷擊受損　導致後續航班取消延誤,吉林,oncc,2026-04-04 19:15,"吉林省長春龍嘉國際機場近日發生客機遭雷擊受損事故，導致後續航班取消。

當日，有網民稱，其乘坐的廈門航空MF8044航班，原定下午1時55分從吉林長春飛往浙江杭州，因前序航班落地時被雷擊，需要檢修，導致其乘坐的航班延誤，起飛時間未定。目前，乘客已被安排到酒店。

當日，長春龍嘉國際機場工作人員稱，經查詢，廈航MF8044的前序航班在航路中被雷擊受損，導致延誤。該機場當日有小雨，大部分航班正常升降。廈航客服人員則表示，航班航路為天氣原因，目前已將旅客安頓至酒店。"
bkn-20260404190120678-0404_00822_001,今晚六合彩復活節金多寶攪珠　一注中派8114萬,2026-04-04 19:01,2026-04-04 21:51,https://hk.on.cc/cnt/news/20260404/bkn-20260404190120678-0404_00822_001.html,今晚六合彩復活節金多寶攪珠　一注中派8114萬,香港,oncc,2026-04-04 22:00,"今晚(4日)攪珠的今年第036期六合彩復活節金多寶攪珠，開出結果為20、28、32、35、40、45，特別號碼43。頭獎1注中，每注派彩81,142,980港元；二獎4注中，每注派彩1,511,910港元；三獎225.5注中，每注派71,510港元。

下期六合彩將於周二(7日)晚上9時30分攪珠，估計頭獎基金為8,000,000港元。"
bkn-20260404184817790-0404_00822_001,寶林邨七旬婦墮樓當場死亡,2026-04-04 18:48,2026-04-04 18:48,https://hk.on.cc/cnt/news/20260404/bkn-20260404184817790-0404_00822_001.html,"寶林邨七旬婦墮樓　當場死亡


將軍澳有人墮樓亡。今日(4日)下午4時19分，寶林邨寶寧樓一名男住戶報案，指其70歲妻子在下午離開住所後失蹤。救援人員接報到場，發現事主倒臥在大廈對開位置，惜已氣絕身亡。警員經調查後，相信她從寶寧樓一處梯間墮下，並且檢獲遺書，事主死因有待驗屍後確定。據了解，事主有身體病紀錄。<",香港,oncc,2026-04-04 22:00,"將軍澳有人墮樓亡。今日(4日)下午4時19分，寶林邨寶寧樓一名男住戶報案，指其70歲妻子在下午離開住所後失蹤。救援人員接報到場，發現事主倒臥在大廈對開位置，惜已氣絕身亡。警員經調查後，相信她從寶寧樓一處梯間墮下，並且檢獲遺書，事主死因有待驗屍後確定。據了解，事主有身體病紀錄。

防止自殺求助熱線：

香港撒瑪利亞防止自殺會： 2389 2222

生命熱線： 2382 0000

社會福利署： 2343 2255

撒瑪利亞會熱線(多種語言)： 2896 0000

醫管局精神健康專線： 2466 7350

明愛向晴軒： 18288

東華三院芷若園： 18281

「情緒通」熱線： 18111

賽馬會青少年情緒健康網上支援平台「Open噏」： http://www.openup.hk"
bkn-20260404181117463-0404_00822_001,清明祭掃驚悉母墳地遭侵佔　兄妹獲賠2.8萬人民幣,2026-04-04 18:11,2026-04-04 18:11,https://hk.on.cc/cnt/news/20260404/bkn-20260404181117463-0404_00822_001.html,清明祭掃驚悉母墳地遭侵佔　兄妹獲賠2.8萬人民幣,廣東,oncc,2026-04-04 18:15,"廣東省一兄妹於清明期間祭掃時，發現母親的墳墓不知所終，後來才得知原墓址遭人侵佔。兄妹其後將事件告上法庭，廣州市白雲區人民法院近日裁定侵佔墓址者需向兄妹共賠償2.8萬元（人民幣，下同，約3.2萬港元）。

據指，某年清明期間，曾氏兄妹祭掃時發現其母的墳墓不見影蹤，經報警並會同村委會現場勘查，得知原墓址已被張三（化名）親人的墓地侵佔，其母親的遺骨則被張三擅自遷移至附近他處。曾氏兄妹多次與張三協商溝通將母親墓地恢復原狀，但對方拒不配合。

因雙方就賠償事宜協商未果，曾氏兄妹遂訴至法院，要求張三支付毀壞墓地經濟損失、墳墓重新安置費用和精神損害賠償金。廣州市白雲區人民法院經審理後判決：張三賠償曾氏兄妹經濟損失2萬元（約2.3萬港元）、精神損害賠償金8,000元（約9,000港元）。該判決已生效。"
bkn-20260404180907293-0404_00822_001,西貢反爆竊拘兩男　檢手套鐵桿螺絲批,2026-04-04 18:09,2026-04-04 18:32,https://hk.on.cc/cnt/news/20260404/bkn-20260404180907293-0404_00822_001.html,西貢反爆竊拘兩男　檢手套鐵桿螺絲批,香港,oncc,2026-04-04 18:45,因應復活節長假期將至，市民外遊及外出活動增加，入屋爆竊風險相對提升，執法部門在西貢村屋一帶展開反爆竊巡邏行動。行動中，警員今晨(4日)約9時在清水灣壁屋村路截查2名可疑男子，在他們身上搜出多種可用於偷竊的物品，包括螺絲批、手套及鐵桿等，遂以涉嫌「外出時備有偷竊用的物品」拘捕該2名分別為39及50歲的外籍男子。初步調查顯示，他們企圖於西貢區的獨立屋內進行盜竊。
bkn-20260404173510748-0404_00822_001,再有連鎖餐飲品牌結業　Pizza＆Pasta攻港12年下月告別,2026-04-04 17:35,2026-04-04 17:35,https://hk.on.cc/cnt/news/20260404/bkn-20260404173510748-0404_00822_001.html,再有連鎖餐飲品牌結業　Pizza＆Pasta攻港12年下月告別,香港,oncc,2026-04-04 17:45,"再有連鎖飲食企業全線結業，在港經營12年的連鎖薄餅品牌The Point Pizza＆Pasta，近日在社交平台公布，位於尖沙咀The ONE商場的最後一間分店，將於5月中旬離場，代表該品牌將全線結業。該連鎖品牌高峰期有7間分店，主打創意手工薄餅和意粉，而最後分店在結業階段會提供折扣，回饋食客。

The Point Pizza＆Pasta近日在社交平台貼出告別宣言，「說再見・談何容易，五月中旬·光榮結業！」公布位於尖沙咀的最後一間分店，將於5月中旬結業。貼文中指出，為感謝顧客多年來的支持，將重現「The Point Classics」經典菜單，並推出88折優惠，以「八八」寄語「拜拜」，與過去12年來光顧該店的客人告別。

資料顯示，The Point Pizza＆Pasta於2014年在銅鑼灣創立首間店舖，主打創意手工薄餅和意粉。而該品牌由前投行職員張培秀創立，新冠疫情期間更於荃灣、青衣及九龍灣連開3店，高峰期曾有7間分店，網絡覆蓋尖沙咀、將軍澳、荃灣、青衣、日出康城、大角咀及九龍灣。然而，近年飲食業生意面臨挑戰，該連鎖店亦不斷結業，最後餘下尖沙咀分店。"
bkn-20260404171125512-0404_00822_001,假期翌日逾百萬人次出入境　離境錄逾65.5萬佔逾60%,2026-04-04 17:11,2026-04-04 22:28,https://hk.on.cc/cnt/news/20260404/bkn-20260404171125512-0404_00822_001.html,假期翌日逾百萬人次出入境　離境錄逾65.5萬佔逾60%,香港,oncc,2026-04-04 22:30,"一連5天的復活節及清明節長假踏入第二天，根據香港入境處數據，截至今日(4日)晚上9時，總出入境人數為1,079,176，當中離境人次有655,016，佔逾60%，入境錄424,160人次，佔逾39%。至於昨日(3日)假期首日，全日則有逾123萬人次出入境，按年微跌約1.6%；出境總人次約81.7萬，當中港人佔70.9萬人次，按年微跌約2%。同時，昨有約7.67萬人次內地旅客入境，較去年同期的7.24萬人次，按年升約6%。

入境處數據顯示，昨日全日有逾123萬人次出入境，較去年同期的125萬人次，按年微跌1.6%。昨日出境總人次約81.7萬，當中港人佔約70.9萬人次，較去年同期的72.4萬人次，按年微跌約2%。同時，昨日入境港人有約29.6萬人次，換言之，昨日淨離境港人有近41.3萬人次，按年微跌3%；當中以羅湖、落馬洲支線及深圳灣管制站最為繁忙，反映港人北上熱潮持續。

此外，昨日入境總人次約41.7萬，當中內地旅客佔7.67萬人次，較去年同期的7.24萬人次，按年微升約6%。同時，昨日有約7.68萬人次內地旅客出境，換言之，昨日淨離境內地旅客約100人次，較去年同期有約1,280人次內地旅客淨入境，淨入境內地旅客急跌近10倍，反映今年內地旅客入境人次微升，惟未能吸引他們留港過夜。"
bkn-20260404165128934-0404_00822_001,北角私家車切線猛撼清潔車　司機額頭手腳俱傷送醫,2026-04-04 16:51,2026-04-04 20:41,https://hk.on.cc/cnt/news/20260404/bkn-20260404165128934-0404_00822_001.html,北角私家車切線猛撼清潔車　司機額頭手腳俱傷送醫,香港,oncc,2026-04-04 21:00,今日(4日)下午4時35分，北角英皇道60號近康福園對開，一輛私家車由左3線切線時，意外撞向停在左一線的食環署清潔車車尾。車禍造成私家車車頭嚴重受損，擋風玻璃爆裂，泵把幾乎甩脫，姓陳(45歲)私家車司機額頭和手腳俱傷，需要送院治理；姓袁(62歲)清潔車司機並無受傷。執法部門正調查該兩宗意外的成因。
