id,title,url,section,lead,date,source,scrape_time,last_update,news_content
2593798,菲澳加軍艦在黃岩島附近海域軍演,https://www.881903.com/news/china/2593798,china,"菲律賓、澳洲及加拿大組織3艘軍艦及軍機，到中菲有主權爭議的南海黃岩島以東海空域進行演習。菲律賓軍方表示，演習已安全結束，但未有披露進一步詳情。中國官方及軍方暫未就菲澳加的海上演習作出回應。
中菲公務船今個11日，曾在黃岩島對峙，中國一艘海警船追逐菲律賓巡邏船期間，與解放軍一艘052D驅逐艦發生碰撞，海警船甲板受損。中國國防部其後批評，菲律賓製造海上複雜緊迫局面，嚴重侵犯中方主權和權益，嚴重危及中方...",2025-08-27 22:17,cradio,2025-08-27 22:30,2025-08-27 22:17:00,"菲律賓、澳洲及加拿大組織3艘軍艦及軍機，到中菲有主權爭議的南海黃岩島以東海空域進行演習。菲律賓軍方表示，演習已安全結束，但未有披露進一步詳情。中國官方及軍方暫未就菲澳加的海上演習作出回應。

中菲公務船今個11日，曾在黃岩島對峙，中國一艘海警船追逐菲律賓巡邏船期間，與解放軍一艘052D驅逐艦發生碰撞，海警船甲板受損。中國國防部其後批評，菲律賓製造海上複雜緊迫局面，嚴重侵犯中方主權和權益，嚴重危及中方艦艇人員安全，嚴重破壞南海和平穩定。中方將保留採取必要反制措施的權利，堅決捍衛國家領土主權和海洋權益。"
2593797,美股早段靠穩　市場注視輝達業績,https://www.881903.com/news/finance/2593797,finance,"美股早段靠穩，投資者注視人工智能晶片龍頭輝達即將公布的業績，以及美國總統特朗普解僱聯儲局理事庫克背後的含意。

道瓊斯工業平均指數最新報45511點，升93點；

標準普爾500指數報6466點，升不足1點；

納斯達克指數報21497點，跌46點。",2025-08-27 22:03,cradio,2025-08-27 22:15,2025-08-27 22:03:00,"美股早段靠穩，投資者注視人工智能晶片龍頭輝達即將公布的業績，以及美國總統特朗普解僱聯儲局理事庫克背後的含意。

道瓊斯工業平均指數最新報45511點，升93點；

標準普爾500指數報6466點，升不足1點；

納斯達克指數報21497點，跌46點。"
2593796,美日韓：北韓派IT人員賺外匯  研發大殺傷武器,https://www.881903.com/news/international/2593796,international,"美國、日本和南韓發表聯合聲明，批評北韓向世界各地派資訊科技人員賺取外匯收入，用於研發大規模殺傷性武器和彈道導彈，違反聯合國安理會決議。
聲明稱，北韓人員偽造身份和所在位置，包括透過人工智能技術、與海外幫手合作等，依托對紮實資訊科技的需求，在北美、歐洲和東亞等地，承接的自由職業項目越來越多，部分更直接參與惡意網絡活動，在區塊鏈行業尤加嚴重，重申三國將加強合作，應對北韓惡意網絡活動和非法賺取外匯的行徑...",2025-08-27 21:54,cradio,2025-08-27 22:00,2025-08-27 21:54:00,"美國、日本和南韓發表聯合聲明，批評北韓向世界各地派資訊科技人員賺取外匯收入，用於研發大規模殺傷性武器和彈道導彈，違反聯合國安理會決議。

聲明稱，北韓人員偽造身份和所在位置，包括透過人工智能技術、與海外幫手合作等，依托對紮實資訊科技的需求，在北美、歐洲和東亞等地，承接的自由職業項目越來越多，部分更直接參與惡意網絡活動，在區塊鏈行業尤加嚴重，重申三國將加強合作，應對北韓惡意網絡活動和非法賺取外匯的行徑。美方已將4個在俄羅斯、老撾和中國等地，支持北韓人員活動的實體和個人，列入制裁名單，日方亦更新針對北韓資訊科技人員的預警。"
2593795,羽毛球世錦賽丨李卓耀晉男單16強  伍家朗止步次圈,https://www.881903.com/news/sports/2593795,sports,"在法國巴黎舉行的世界羽毛球錦標賽，本港球手李卓耀晉級男單16強；伍家朗則在次圈出局。
李卓耀對陣德國的羅夫，首局先贏21:16，第2局遇到阻力，李卓耀一度落後18:20及20:21，在力追下以23:21逆轉。下一圈會同印尼名將基士堤爭入8強。
伍家朗硬撼10號種子、法國的基斯圖波波夫，以兩局16:21落敗，無緣晉級第3圈。",2025-08-27 21:53,cradio,2025-08-27 22:00,2025-08-27 21:53:00,"在法國巴黎舉行的世界羽毛球錦標賽，本港球手李卓耀晉級男單16強；伍家朗則在次圈出局。

李卓耀對陣德國的羅夫，首局先贏21:16，第2局遇到阻力，李卓耀一度落後18:20及20:21，在力追下以23:21逆轉。下一圈會同印尼名將基士堤爭入8強。

伍家朗硬撼10號種子、法國的基斯圖波波夫，以兩局16:21落敗，無緣晉級第3圈。"
2593793,安達臣安博官小未竣工　教育局：尚餘小部分戶外工程,https://www.881903.com/news/local/2593793,local,"新學年下星期一開學，位於安達臣道新發展區、新建的安博官立小學仍未完工。教育局指，新校舍大部分工程已完成，只餘小部分戶外工程，包括外牆粉飾和操場等設施，受持續惡劣天氣影響仍未完成，承建商已將餘下仍有工程展開的部分妥善圍封，確保學生和學校員工安全，以及學校運作不受影響，局方和建築署會繼續密切監察工程進度。

教育局回覆查詢時說，安達臣道石礦場用地的公營房屋，預計分階段今年起陸續入伙。在學校重置初期，班...",2025-08-27 21:29,cradio,2025-08-27 22:00,2025-08-27 21:29:00,"新學年下星期一開學，位於安達臣道新發展區、新建的安博官立小學仍未完工。教育局指，新校舍大部分工程已完成，只餘小部分戶外工程，包括外牆粉飾和操場等設施，受持續惡劣天氣影響仍未完成，承建商已將餘下仍有工程展開的部分妥善圍封，確保學生和學校員工安全，以及學校運作不受影響，局方和建築署會繼續密切監察工程進度。

教育局回覆查詢時說，安達臣道石礦場用地的公營房屋，預計分階段今年起陸續入伙。在學校重置初期，班級結構會因應新房屋落成和入伙時間，以及實際學位需要等情況而定，有需要時會調整。局方又指，由於學校的學生居於不同地區，而且需要校巴服務的人數較少，暫時未能安排有關服務，已提醒學校與家長保持溝通，密切留意校巴服務的需求情況，並適切跟進。"
2593792,內地北方持續降雨　北京門頭溝區達暴雨級別,https://www.881903.com/news/china/2593792,china,"內地北方地區持續降雨，首都北京全市迎來較強降雨，門頭溝區平均累計雨量超過50毫米，達到暴雨級別，河道水位上升，道路未見明顯積水。當地提前啟動防汛一級應急響應，轉移河道周邊和山洪災害區的群眾。早前曾經歷嚴重水災的河北承德市興隆縣，亦提前啟動防汛應急二級響應，轉移1.2萬多人。

中央氣象台繼續發布暴雨黃色預警，預料隨著雨區開始東移，京津冀以至遼寧南部等地有大到暴雨，遼寧西部、河北南部和東部等地，局部...",2025-08-27 21:18,cradio,2025-08-27 21:30,2025-08-27 21:18:00,"內地北方地區持續降雨，首都北京全市迎來較強降雨，門頭溝區平均累計雨量超過50毫米，達到暴雨級別，河道水位上升，道路未見明顯積水。當地提前啟動防汛一級應急響應，轉移河道周邊和山洪災害區的群眾。早前曾經歷嚴重水災的河北承德市興隆縣，亦提前啟動防汛應急二級響應，轉移1.2萬多人。

中央氣象台繼續發布暴雨黃色預警，預料隨著雨區開始東移，京津冀以至遼寧南部等地有大到暴雨，遼寧西部、河北南部和東部等地，局部地區更有大暴雨，雨量可能超過70毫米，並有雷暴大風等強對流天氣。"
2593791,特朗普派國民警衛隊打擊罪案獲民間認同  5成3人支持,https://www.881903.com/news/international/2593791,international,"美國總統特朗普下令國民警衛隊，到華盛頓特區部署，接管警務工作，到街上巡邏，打擊罪案，引來民主黨人口誅筆伐，但就獲民間普遍認同。

美聯社最新民調顯示，5成3受訪的美國成年人，支持特朗普處理罪案的方式，高於特朗普處理經濟、移民及俄烏衝突的評價；當中白人、拉丁裔成年人及獨立選民有一半人支持派國民警衛隊打擊罪案，但黑人則只有2成7認同。

調查發現，8成1受訪者認為罪案是美國大城市的最大垢病；特朗普打擊...",2025-08-27 21:17,cradio,2025-08-27 21:30,2025-08-27 21:17:00,"美國總統特朗普下令國民警衛隊，到華盛頓特區部署，接管警務工作，到街上巡邏，打擊罪案，引來民主黨人口誅筆伐，但就獲民間普遍認同。

美聯社最新民調顯示，5成3受訪的美國成年人，支持特朗普處理罪案的方式，高於特朗普處理經濟、移民及俄烏衝突的評價；當中白人、拉丁裔成年人及獨立選民有一半人支持派國民警衛隊打擊罪案，但黑人則只有2成7認同。

調查發現，8成1受訪者認為罪案是美國大城市的最大垢病；特朗普打擊罪案令他的整體支持率上升至4成5，比一個月前高了5個百分點。"
2593789,世衛報告：4分1人缺安全食水和衛生設施,https://www.881903.com/news/international/2593789,international,"世衛組織和聯合國兒童基金會發布聯合報告，指全球4分1人口仍然缺乏安全食水和衛生設施。
報告統計，全球約21億人無法獲得安全管理的食水，其中1.06億人甚至直接飲用未經處理的地表水；另有17億人缺乏基本家庭衛生設施，其中6.11億人完全沒有任何衛生設施。報告指最不發達國家居民，無法獲得基本食水和環境衛生服務的可能性，是其他國家兩倍多；而缺乏基本衛生設施的可能性，更是其他國家三倍多。即使農村地區居民的...",2025-08-27 20:55,cradio,2025-08-27 21:00,2025-08-27 20:55:00,"世衛組織和聯合國兒童基金會發布聯合報告，指全球4分1人口仍然缺乏安全食水和衛生設施。

報告統計，全球約21億人無法獲得安全管理的食水，其中1.06億人甚至直接飲用未經處理的地表水；另有17億人缺乏基本家庭衛生設施，其中6.11億人完全沒有任何衛生設施。報告指最不發達國家居民，無法獲得基本食水和環境衛生服務的可能性，是其他國家兩倍多；而缺乏基本衛生設施的可能性，更是其他國家三倍多。即使農村地區居民的處境有所改善，但整體發展仍顯著落後城市地區。

世衛強調，食水、環境衛生和個人衛生是基本人權，呼籲各界加強行動，實現聯合國2030年可持續發展議程中制定的目標，為所有人提供食水和環境衛生，並展開可持續管理。"
2593788,中俄常規潛艇首次在太平洋海進行聯合水下巡邏,https://www.881903.com/news/china/2593788,china,"中國同俄羅斯常規潛艇，首次在太平洋海域進行聯合水下巡邏，俄羅斯太平洋艦隊消息說，今次聯合巡邏的主要任務是加強俄中海軍合作，維護亞太地區和平穩定，監控海域態勢並保護俄中海上經濟設施安全。俄中海軍官兵又在聯合訓練期間演練機動協同課目。
今次水下巡邏在月初開始，即在俄中海上聯合演習之後。俄軍一艘基洛級改進型潛艇，與解放軍潛艇在日本海和東海開展聯合巡邏。在完成聯合巡邏任務後，各潛艇已返回基地。俄軍潛艇累計...",2025-08-27 20:43,cradio,2025-08-27 20:45,2025-08-27 20:43:00,"中國同俄羅斯常規潛艇，首次在太平洋海域進行聯合水下巡邏，俄羅斯太平洋艦隊消息說，今次聯合巡邏的主要任務是加強俄中海軍合作，維護亞太地區和平穩定，監控海域態勢並保護俄中海上經濟設施安全。俄中海軍官兵又在聯合訓練期間演練機動協同課目。

今次水下巡邏在月初開始，即在俄中海上聯合演習之後。俄軍一艘基洛級改進型潛艇，與解放軍潛艇在日本海和東海開展聯合巡邏。在完成聯合巡邏任務後，各潛艇已返回基地。俄軍潛艇累計航行超過2000海里。太平洋艦隊護衛艦和救援拖船提供保障。"
2593785,政府顧問團商發展國際高端人才集聚高地,https://www.881903.com/news/local/2593785,local,"政務司司長陳國基領導的教育、科技和人才委員會，與新成立的委員會顧問團舉行首場交流會，商討發展國際高端人才集聚高地。
顧問團認為，香港需要更精準針對「八中大心」定位適時優化，提升人才庫多元性和人才計劃成效，加強培育和善用本地人才，為香港未來發展提供更強大人才支撐。顧問團又同意加強吸引教研人才，建設國際教育樞紐，用好河套深港科技創新合作區香港園區，為具潛力的科技初創企業和人才，提供更多發展機會。陳國基...",2025-08-27 20:17,cradio,2025-08-27 20:30,2025-08-27 20:17:00,"政務司司長陳國基領導的教育、科技和人才委員會，與新成立的委員會顧問團舉行首場交流會，商討發展國際高端人才集聚高地。

顧問團認為，香港需要更精準針對「八中大心」定位適時優化，提升人才庫多元性和人才計劃成效，加強培育和善用本地人才，為香港未來發展提供更強大人才支撐。顧問團又同意加強吸引教研人才，建設國際教育樞紐，用好河套深港科技創新合作區香港園區，為具潛力的科技初創企業和人才，提供更多發展機會。陳國基就期待與顧問團成員緊密合作，為推動教育科技人才融合發展，共謀良策。

教育、科技和人才委員會顧問團，任期周一起生效，為期2年。"
2593784,克宮：普京即將訪華 將是一次「世紀之行」,https://www.881903.com/news/china/2593784,china,俄羅斯總統普京，今個星期將啟程前往中國訪問4天，出席天津舉行的上合組織峰會及下星期三在北京舉行的中國抗戰勝利80周年閱兵儀式；俄羅斯總統新聞秘書佩斯科夫形容，普京即將展開的訪華，將是一次「世紀之行」，目前正積極籌備訪問。,2025-08-27 20:16,cradio,2025-08-27 20:30,2025-08-27 20:16:00,俄羅斯總統普京，今個星期將啟程前往中國訪問4天，出席天津舉行的上合組織峰會及下星期三在北京舉行的中國抗戰勝利80周年閱兵儀式；俄羅斯總統新聞秘書佩斯科夫形容，普京即將展開的訪華，將是一次「世紀之行」，目前正積極籌備訪問。
2593777,新增1宗基孔肯雅熱輸入個案　男患者到過斯里蘭卡,https://www.881903.com/news/local/2593777,local,"衛生署衛生防護中心錄得1宗新增感染基孔肯雅熱輸入個案。34歲的男患者住在西營盤第三街，今個月15日至星期一到過斯里蘭卡，在當地曾被蚊叮咬，期間出現發燒、頭痛及關節痛及皮疹，回港前已經退燒，但因關節持續疼痛，昨日到私家醫院求診，證實感染基孔肯雅熱。
中心指，病人在潛伏期身處斯里蘭卡，認為他是外遊期間受到感染，屬於輸入個案，而他抵港前已經退燒，對蚊子不具傳染性，因此無需入院。有一名與病人同行的家居接觸...",2025-08-27 18:41,cradio,2025-08-27 18:45,2025-08-27 18:41:00,"衛生署衛生防護中心錄得1宗新增感染基孔肯雅熱輸入個案。34歲的男患者住在西營盤第三街，今個月15日至星期一到過斯里蘭卡，在當地曾被蚊叮咬，期間出現發燒、頭痛及關節痛及皮疹，回港前已經退燒，但因關節持續疼痛，昨日到私家醫院求診，證實感染基孔肯雅熱。

中心指，病人在潛伏期身處斯里蘭卡，認為他是外遊期間受到感染，屬於輸入個案，而他抵港前已經退燒，對蚊子不具傳染性，因此無需入院。有一名與病人同行的家居接觸者，沒有出現病徵，正接受醫學監察。

本港今年累計錄得12宗基孔肯雅熱確診個案，全部屬輸入個案。"
2593773,新任美國駐港澳總領事伊珠麗　抵港履新,https://www.881903.com/news/local/2593773,local,"美國駐港澳總領事伊珠麗抵港履新，接替上月離任的梅儒瑞。她亦是首位女性駐港澳總領事。

伊珠麗來港前曾擔任美國駐土耳其伊斯坦布爾總領事，並曾派駐不同地區，包括土耳其安卡拉、香港、多哈、上海、巴格達、利雅得和貝魯特，精通土耳其語、阿拉伯語和中文。",2025-08-27 18:19,cradio,2025-08-27 18:30,2025-08-27 18:19:00,"美國駐港澳總領事伊珠麗抵港履新，接替上月離任的梅儒瑞。她亦是首位女性駐港澳總領事。

伊珠麗來港前曾擔任美國駐土耳其伊斯坦布爾總領事，並曾派駐不同地區，包括土耳其安卡拉、香港、多哈、上海、巴格達、利雅得和貝魯特，精通土耳其語、阿拉伯語和中文。"
2593769,藥倍安心疑「請槍」　聖保羅男女中學：從不知情,https://www.881903.com/news/local/2593769,local,"由聖保羅男女中學學生潘浠淳研發，協助醫生自動核對藥物處方的AI軟件「藥倍安心」(MediSafe)，近日被質疑是「請槍」，由美國公司開發。聖保羅男女中學表示，一直跟進事件，亦已向學校持份者簡述跟進工作及在比賽中的角色；已在事件被報道後，第一時間與潘浠淳聯絡了解情況，並按學校一貫程序處理。

校方發表聲明指，學校在比賽中委派老師擔任指導老師，老師則在過程中提出包括研究題目的可行性概念及方法，以及比賽...",2025-08-27 18:06,cradio,2025-08-27 18:15,2025-08-27 18:06:00,"由聖保羅男女中學學生潘浠淳研發，協助醫生自動核對藥物處方的AI軟件「藥倍安心」(MediSafe)，近日被質疑是「請槍」，由美國公司開發。聖保羅男女中學表示，一直跟進事件，亦已向學校持份者簡述跟進工作及在比賽中的角色；已在事件被報道後，第一時間與潘浠淳聯絡了解情況，並按學校一貫程序處理。

校方發表聲明指，學校在比賽中委派老師擔任指導老師，老師則在過程中提出包括研究題目的可行性概念及方法，以及比賽前準備及綵排等方面的意見；強調對於美國公司AI Health Studio涉及參賽作品一事，學校及老師從不知情，在報道後才得悉。

校方又指，理解和尊重潘浠淳及家長決定自願放棄「藥倍安心」獎項，希望各界對事件的討論告一段落，讓潘浠淳能安心調理身體和有空間做好開學準備，重新投入校園生活，並強調已訂立指引教育及提醒學生，在比賽過程中必須遵守學術誠信。"
