title,date,url,source,section,scrape_time,news_content
黃澤林美網男單首圈擊敗美國球歷史性晉級次圈,2025-08-26 09:41,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826094136&page=0,metro,,2025-08-26 10:00,"本港「一哥」黃澤林在美國網球公開賽男單首圈，直落三盤擊敗美國球手，繼成為香港首個自公開賽年代闖入大滿貫男單正賽圈的球手後，再歷史性晉級次圈.

最新世界排名第173位的黃澤林， 以直落三盤擊敗世界排名第71位的對手，黃澤林頭兩盤分別以6:4及7:5勝出，兩人在第三盤打到決勝局，黃澤林以細分7:4勝出，用時約兩個半小時."
黃澤林美網男單歷史性晉級次圈,2025-08-26 09:41,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826094136&page=0,metro,,2025-08-26 10:30,"本港「一哥」黃澤林在美國網球公開賽男單首圈，直落三盤擊敗美國球手，繼成為香港首個自公開賽年代闖入大滿貫男單正賽圈的球手後，再歷史性晉級次圈.

最新世界排名第173位的黃澤林， 以直落三盤擊敗世界排名第71位的對手，黃澤林頭兩盤分別以6:4及7:5勝出，兩人在第三盤打到決勝局，黃澤林以細分7:4勝出，用時約兩個半小時."
內地官媒:要讓人們能消費、願消費、敢消費,2025-08-26 09:40,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826094015&page=0,metro,,2025-08-26 10:00,"內地官方媒體發文指，激發消費活力、擴大有效需求，就要穩定就業和收入增長預期，讓人們能消費，同時拓展服務消費新空間，讓人們願消費，並不斷織密織牢社會保障網，讓人們敢消費。

官方《經濟日報》發表評論文章表示，要更加突出就業優先導向，強化就業優先政策，落實好結構性減稅降費政策，支持吸納就業能力強的產業和企業穩崗擴崗，強調就業和收入是民生大事，亦是擴大消費的根本基礎，要多措並舉穩住股市和樓市，多渠道增加居民財產性收入，進一步提升農村居民收入水平，以城鄉居民收入的穩定增長提升消費能力。

文章指出，在擴大商品消費的同時，培育服務消費新的增長點，是中國消費下一步保持較快增長的重要抓手，擴大養老托育、文旅體育、家政服務等重點領域服務消費，大力發展首發經濟、IP經濟、國潮經濟等都是新增長點的落腳點。

文章提出，首七個月人民幣存款增加超過18萬億元，其中住戶存款增加9萬6600億元，一定程度上反映人們對未來收入和支出的謹慎預期，極需通過政策聯動，持續激發消費活力，   因此要更加注重宏觀政策取向一致性，實現一攬子政策的整體性推進，推動國民經濟實現「民生改善—消費回升—經濟增長」的良性循環。"
人民幣中間價下跌27點子,2025-08-26 09:39,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826093915&page=0,metro,,2025-08-26 09:45,"人民幣中間價上日急升過百點子，創近十個月高位後，今日略為回落。

人民幣兌美元中間價報7.1188兌一美元，較上日中間價下跌27點子。"
雙登股份首掛開市報22.5元 較上市價高55%,2025-08-26 09:39,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826093930&page=0,metro,,2025-08-26 10:30,"儲能電池廠商雙登股份(06960)首掛，開市報22.5元，較發售價14.51元高五成五。

股份公開發售獲3875倍超額認購，認購一手500股，中籤率僅百分之0.06，甲組及乙組均未能穩中，當中1409名認購292萬8000股的頂頭槌飛中，只有1370名獲發一手。 國際配售部分近18倍超額認購。

所得款項淨額7億5630萬元。"
人行今進行4058億元人民幣逆回購操作,2025-08-26 09:38,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826093813&page=0,metro,,2025-08-26 09:45,"人民銀行今日進行4058億元人民幣的七天期逆回購操作，利率維持在1.4厘。

由於今日有5803億元人民幣的逆回購操作到期，人行公開市場資金淨回籠1745億元人民幣，結束之前連續七日的淨投放。

另外，今日有3000億元人民幣中期借貸便利(MLF)到期，人行在昨日已提前開展6000億人民幣MLF操作。"
陳家齊:港投公司已投資120個創科項目 兩間企業已在港上市,2025-08-26 09:36,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826093647&page=0,metro,,2025-08-26 10:00,"港投公司行政總裁陳家齊表示，已投資超過120個創科項目，其中兩間企業已在港上市，另有10多家企業已提交或計劃提交上市申請。

陳家齊在港投公司合辦的「AI國際人才峰會」致辭時表示，港投公司的戰略合作夥伴，以及被投企業正通過租賃辦公場所、招聘人才、創造和註冊知識產權、與本地高校共建聯合實驗室，以及開展合作研究等方式，多維度地為香港創造價值，港投公司每1元的投資，已成功帶動超過5元的市場長期資金跟投。

她表示，AI具備顛覆社會上各行各業的特質，並蘊含巨大的市場潛力，是港投公司的重點投資領域之一，

已投資包括AI大語言模型、具身智能、雲計算，以及AI藥物研發在內的多家人工智能企業。"
澳紐股市早段下跌,2025-08-26 09:36,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826093604&page=0,metro,,2025-08-26 09:45,"澳紐股市早段下跌。

標普澳洲200指數報8937點，跌34點，跌幅百分之0.39。

新西蘭50隻指數報13067點，跌11點，跌幅百分之0.09。"
內地股市早段下跌,2025-08-26 09:34,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826093445&page=0,metro,,2025-08-26 09:45,"內地股市早段下跌。

上證綜合指數報3871點，跌12點，跌幅百分之0.31。

深證成份指數報12394點，跌46點，跌幅百分之0.38。

滬深300指數報4443點，跌25點，跌幅百分之0.57。"
台灣股市早段下跌,2025-08-26 09:32,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826093231&page=0,metro,,2025-08-26 09:45,"台灣股市早段下跌。

加權指數報24165點，跌111點，跌幅百分之0.46。"
南韓股市早段下跌,2025-08-26 09:30,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826093033&page=0,metro,,2025-08-26 09:45,"南韓股市早段下跌。

首爾綜合指數報3188點，跌21點，跌幅百分之0.67。"
日本股市早段下跌,2025-08-26 09:29,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826092942&page=0,metro,,2025-08-26 09:45,"日本股市早段下跌。

日經平均指數報42366點，跌441點，跌幅百分之1.03。"
港股下跌 恒生指數低開115點,2025-08-26 09:23,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826092349&page=0,metro,,2025-08-26 09:45,"港股由四年高位回落，恒生指數低開115點，開市報25714點。

國企指數低開36點，開市報9211點。"
再鼎醫藥半年虧損收窄至8916萬美元,2025-08-26 09:10,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826091015&page=0,metro,,2025-08-26 09:30,"再鼎醫藥(09688)公布，半年虧損8916萬美元，較去年同期的1億3374萬美元有所收窄。

期內收入上升百分之15，至2億1646萬美元；研發開支減少百分之4，至1億1130萬美元，主要由於持續的資源優化及效率提升，令人員和臨床試驗成本減少，部分被許可費增加所抵銷。"
贛鋒鋰業配股兼發可換股債集資逾25億元,2025-08-26 09:07,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826090746&page=0,metro,,2025-08-26 09:15,"贛鋒鋰業(01772)配股兼發債集資超過25億元。

贛鋒鋰業公布，配售4002萬千股H股，相當擴大後H股股本約百分之9.16，以及總股本百分之1.95，每股配售價29.28元，較股份上日收市價折讓百分之5.49，集資淨額11億6851萬元。

另外，公司又建議同步發行13億7千萬元的可換股債券，2026年到期、年利率1.5厘，換股價每股33.67元，較股份上日收市溢價百分之8.68，一旦全數轉換，可換成4068萬9千股H股，佔擴大後股本約百分之1.98。

公司指，配售集資所得四成主要用於提高現有借款潛在現金還的靈活性，發債集資所得四成就用於重組現有海外借款，其餘款項就用於支持國內及海外的鋰資源項目相關產的產能擴充及建設活動，以及補充營運資金與一般企業用途。"
美國國家經濟委員會主任:聯邦政府可能入股其他行業,2025-08-26 09:06,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826090609&page=0,metro,,2025-08-26 09:15,"美國國家經濟委員會主任哈西特(Kevin Hassett)接受全國廣播公司商業頻道採訪時表示，聯邦政府可能會入股其他美國半導體公司，甚至入股其他行業。 早前美國政府宣布入股全球第二大半導體公司英特爾。

被問及英特爾交易是否美國政府採取更大規模行動的開始,     哈西特說，總統特朗普(Donald Trump)早在競選期間就明確表示，如果美國最終能夠開始建立主權財富基金，將是一件好事，相信在某個時候會有更多交易出現，即使不是在這個行業，也會在其他行業。    對於英特爾的投資，是特朗普與美國企業達成的最新一筆並非尋常的交易，情況非常特殊，因為英特爾將獲得巨額的《晶片法案》撥款，引起批評人士的憂慮，他們認為特朗普的舉動為企業帶來了新的風險。"
特朗普宣布撤銷美聯儲理事庫克職務,2025-08-26 08:55,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826085538&page=0,metro,,2025-08-26 09:15,"美國總統特朗普(Donald Trump)宣布，撤銷涉及房貸欺詐的聯儲局理事庫克(Lisa Cook)職務。

特朗普在旗下社交平台發布一份致庫克的信件，引述美國憲法第二條，以及《聯邦儲備法》相關條款，認定已存在足夠理由撤銷她的職務。

信中提及一份聯邦住房金融局早前提交的刑事移交材料，認為庫克涉嫌在樓宇按揭貸款文件中作出虛假陳述，例如庫克曾在密歇根州一份文件上聲稱當地一個物業為主要住所，隨後又在佐治亞州另一份文件中作出同樣聲明，特朗普形容事件不可想像，質疑她的誠信與作為金融監管者是否勝任，又指責庫克在金融事務中，存在欺詐和潛在犯罪行為，並動搖其作為監管者的可信度。"
港股ADR收市接近全線下跌 騰訊收報610.74港元,2025-08-26 08:53,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826085353&page=0,metro,,2025-08-26 09:15,"在美國上市的主要港股預託證券(ADR)價格，與港股收市價比較，接近全線下跌。

藍籌股當中，長和(00001)ADR折合港元計，收報51.85元，較本港收市低0.4元；滙控(00005)ADR收報101.94元，高0.44元；港交所(00388)ADR收報461.24元，低1.56元；騰訊(00700)ADR收報610.74元，低3.76元；友邦(01299)ADR收報74.07元，低0.53元。

賭業股方面，銀河娛樂(00027)ADR收報39.08元，低3.24元；金沙中國(01928)ADR收報21.22元，低0.14元。

內銀股方面，建設銀行(00939)ADR收報7.69元，低0.04元；工商銀行(01398)ADR收報5.93元，低0.01元.

(1美元兌7.8149元)"
[金市收市]紐約12月期金收報每安士3417.5美元跌0.02%,2025-08-26 08:47,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826084706&page=0,metro,,2025-08-26 09:00,"紐約期金收市輕微下跌。

金價周一靠穩，市場焦點轉向即將公布的美國個人消費支出物價指數，以尋找美國聯儲局政策路徑的線索，而美元上升，金價向下。

交投最活躍的紐約12月期金，收報每安士3417.5美元，跌1美元，跌幅百分之0.02.

紐約現貨金持平於每安士3372.67美元。"
[油市收市]紐約期油升1.79% 布蘭特期油升1.58%,2025-08-26 08:40,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826084016&page=0,metro,,2025-08-26 09:00,"油價收市上升，紐約期油及布蘭特期油都升超過百分之1，延續上周升勢。

由於交易商預計，美國將對俄羅斯石油實施更多制裁，以及烏克蘭對俄羅斯能源基礎設施的襲擊可能中斷供應，都推高油價。

紐約10月期油收報每桶64.8美元，升1.14美元，升幅百分之1.79

倫敦10月布蘭特期油收報每桶68.8美元，升1.07美元，升幅百分之1.58。"
英國南部一架直升機墜毀 3死1重傷,2025-08-26 08:36,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826083632&page=0,metro,,2025-08-26 08:45,"英國警方表示，一架直升機周一上午在英國南部懷特島墜毀，造成3人死亡，1人重傷。

英格蘭地區漢普郡和懷特島警隊發聲明，指直升機上共有4名機員，倖存者傷勢嚴重，已被送往醫院治理。

營運這架直升機的諾森比亞直升機公司證實，墜毀的是一架羅賓遜R44 II型直升機，事發時正在進行一堂飛行課。

英國空難調查處已對事故展開調查。"
德國漢堡港一個倉庫起火爆炸 數人受傷,2025-08-26 08:32,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826083252&page=0,metro,,2025-08-26 08:45,"德國最大港口漢堡港一個倉庫，當地周一發生火災引發爆炸，造成數人受傷。

當地消防部門表示，受傷人數是個位數，暫時無法提供確切數字。 事故原因可能是停放在倉庫內的一架汽車起火，火勢因倉庫內多個壓力氣罐爆炸而擴大 ,推測氣罐中含有俗稱笑氣的一氧化二氮。 消防部門出動多架消防車和救護車，並疏散人群。

當地警方在社交媒體上表示，爆炸導致碎片飛散至附近一條高速公路，警方已雙向封閉相關路段。 德國媒體報道，封路導致等候車輛的車龍長達12公里。

漢堡港位於德國北部城市漢堡，是德國最大綜合港口、歐洲第三大通用港口，亦是全球重要海鐵聯運其中一個樞紐。"
美國內政部提議將銅等礦產列入2025年關鍵礦產清單草案,2025-08-26 08:24,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826082439&page=0,metro,,2025-08-26 08:45,"美國內政部提議，將銅、鉀鹽等礦產列入2025年關鍵礦產清單草案，理由是這些資源對國家經濟和安全具有重要意義。

隸屬於內政部的美國地質勘探局，周一公布這草案，並開放為期30天的公眾意見徵集。     根據兩黨政策中心的說法，被列入關鍵礦產清單的項目，可能有資格獲得聯邦資金支持，享受簡化審批流程 ,或因政府對相關產品進口徵收關稅，而在市場上更具競爭力。

這清單通常每三年更新一次。     銅廣泛應用於交通運輸、國防及美國電網。 隨著數據中心和人工智能興起，美國電力需求出現20年來首次增長，電網極需升級。 鉀鹽是一種含鉀的鹽類，主要用於生產化肥。 草案還新增了銀、鉛和硅等礦產。 這份草案清單為減少對進口的依賴，擴大國內生產，提供了路線圖。"
審計署長：冀一個多月完成審查探購樽裝水的報告,2025-08-26 08:20,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826082011&page=0,metro,,2025-08-26 08:45,"審計署長林智遠表示，希望在個多月時間完成政府探購樽裝水的報告，若涉公職人員違法將轉交執法部門跟進.

林智遠在報章撰文，透露早於財經及庫務局邀請調查前，已關注事件，並要求團隊在審計政府帳目時「 做相關工夫」 ，加強審查涉事部門。 若發現「 大件事」 ，也不排除後續再展開衡工量值式審計。

林智遠說，考慮到社會高度關注事件，審計署辦公室位於港島區，獲供應涉事品牌的樽裝飲用水，同事亦非常關注，但衡工量值式審計需時甚長，帳目審計則更靈活多變，因此吩咐同事在審計政府帳目時加強審查「內部控制」，追溯過往缺失。

對於物流署批准今次標書不用評分制，林智遠表示，審計署一向關注招標程序，亦是「 民有所呼，我有所應 」。"
中國成功發射衛星互聯網低軌10組衛星,2025-08-26 08:17,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826081751&page=0,metro,,2025-08-26 08:30,"中國成功發射衛星互聯網低軌10組衛星。

   今日凌晨3點08分，在海南商業航天發射場，使用長征八號甲運載火箭，成功將衛星互聯網低軌10組衛星發射升空，衛星順利進入預定軌道，發射任務獲得圓滿成功。"
特朗普:希望今年與金正恩會面 指雙方關係非常好,2025-08-26 08:13,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826081334&page=0,metro,,2025-08-26 08:30,"美國總統特朗普(Donald Trump)表示，他與北韓領袖金正恩(Kim Jong-un)的關係非常好，希望今年與金正恩會面。

特朗普星期一在白宮橢圓形辦公室會晤來訪的南韓總統李在明(Lee Jae-myung)，被在場記者問及打算今年抑或明年見金正恩，特朗普回答說他想今年見金正恩。

特朗普認為，金正恩領導的國家潛力巨大，前景光明。

在特朗普的第一個總統任期期間，特朗普和金正恩2018年6月在新加坡舉行美朝在任領導人歷史上首次會晤，2019年2月在越南河內舉行第二次會晤，同年6月在朝鮮半島非軍事區板門店再次會面。"
特朗普:重申美國支持烏克蘭 若俄烏元首拒絕會談將自食惡果,2025-08-26 07:53,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826075346&page=0,metro,,2025-08-26 08:15,"美國總統特朗普(Donald Trump)表示，他尚未討論對烏克蘭的具體安全保障，重申美國支持烏克蘭的承諾，警告如果俄羅斯總統普京(Vladimir Vladimirovich Putin)與烏克蘭總統澤連斯基(Volodymyr Zelenskiy)不舉行會晤 ,將自食惡果。

特朗普又說，8月15日，他在阿拉斯加與普京會晤期間，雙方討論了一旦烏克蘭危機得到解決，限制兩國龐大核武庫規模的問題，希望實現無核化，前提是俄烏必須結束戰爭。 當被記者問為何普京似乎不願與澤連斯基坐下會談，特朗普回應，因為普京不喜歡澤連斯基。"
克里姆林宮:普京與伊朗總統佩澤希齊揚討論伊朗核計劃和俄美峰會,2025-08-26 07:39,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826073954&page=0,metro,,2025-08-26 08:00,"俄羅斯克里姆林宮表示，俄羅斯總統普京(Vladimir Vladimirovich Putin)周一與伊朗總統佩澤希齊揚(Massud Peseschkian)通電話。

雙方討論了伊朗核計劃及普京最近與美國總統特朗普(Donald Trump)在阿拉斯加舉行的峰會，又指普京和佩澤希齊揚同意在即將於中國舉行的上海合作組織峰會進行雙邊會談。"
李在明:與特朗普在會談中討論了美韓聯盟現代化問題,2025-08-26 07:24,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826072449&page=0,metro,,2025-08-26 07:45,"南韓總統李在明(Lee Jae-myung)周一表示，他與美國總統特朗普(Donald Trump)在會談中討論了美韓聯盟的現代化問題，將在與特朗普的同盟基礎上，鞏固與美國和日本的合作；又說南韓將在維護朝鮮半島安全方面，發揮主導作用。 目前南韓正維持與中國的關係。

李在明和特朗普舉行首次領袖會談後，在華盛頓智庫國際戰略研究中心的一個論壇上發言，表示南韓將擴大國防預算，將南韓軍隊轉變為一支在未來戰爭中佔上風的智能軍隊。 李在明提到，   南韓常規武器和北韓核武器之間的恐懼平衡正在惡化，指北韓已達到有能力每年製造10至20枚核武器的階段。

南韓總統辦公室表示，李在明提議，如果特朗普今年較後時間到南韓參加地區論壇會議，屆時特朗普與北韓領袖金正恩(Kim Jong-un)或可舉行會晤；又指李在明和特朗普會談愉快，兩位領導人互相稱讚，並談到他們各自遭遇的暗殺事件。 兩人並無討論美國要求南韓開放農產品市場問題。"
特朗普: 中國必須向美國提供磁鐵 否則將面臨200%關稅,2025-08-26 06:57,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826065757&page=0,metro,,2025-08-26 07:15,"美國總統特朗普(Donald Trump)表示，中國必須向美國提供磁鐵，否則美國會對中國徵收百分之200的關稅。

由於    中國對稀土資源及其供應控制日益敏感，作為對美國加徵關稅的反制措施，中國在今年4月將多種稀土產品和磁鐵列入出口限制清單。

特朗普還表示，將來的某些時刻將訪問中國，指中國國家主席習近平希望他訪問中國，或者會與南韓總統李在明(Lee Jae-myung)一同訪問中國。 特朗普又說，將允許中國學生到美國學習。"
[美股收市]全線下跌:道指跌0.77% 納指跌0.22% 標指跌0.43%,2025-08-26 06:50,https://www.metroradio.com.hk/news/default.aspx?SearchText=&NewsId=20250826065037&page=0,metro,,2025-08-26 07:15,"美股收市全線下跌，三大指數跌幅都不足百分之1，當中以道指表現最差，跌近百分之0.8；標普500指數跌約百分之0.4；納指跌約百分之0.2。

投資者評估美國聯儲局利率前景，對減息樂觀情緒降溫，引發沽盤湧現；同時關注今個星期美國人工智能晶片龍頭企業Nvidia的季度業績，觀望氣氛濃厚。

道瓊斯工業平均指數全日高低波幅332點；收報45282點，跌349點，跌幅百分之0.77.

納斯達克指數收報21449點，跌47點，跌幅百分之0.22.

標準普爾500指數收報6439點，跌27點，跌幅百分之0.43。

標普500指數11個行業指數中，有9個下跌，領跌的是必需消費品類股，跌百分之1.62；其次是醫療保健股，跌百分之1.44。

個股方面，Nvidia將於本周三發布季度業績，績前股價收市升百分之1。"
